Unique Investment Identifier,Business Case Id,Agency Code,Agency Name,Investment Title,Planning Budgetary Resources PY1 and Prior,Planning Budgetary Resources PY,Planning Budgetary Resources CY,Planning Budgetary Resources BY,DME Budgetary Resources PY1 and Prior,DME Budgetary Resources PY,DME Budgetary Resources CY,DME Budgetary Resources BY,DME Government FTE Costs PY1 and Prior,DME Government FTE Costs PY,DME Government FTE Costs CY,DME Government FTE Costs BY,Omd Budgetary Resources PY1 and Prior,Omd Budgetary Resources PY,Omd Budgetary Resources CY,Omd Budgetary Resources BY,Omd Government FTE Costs PY1 and Prior,Omd Government FTE Costs PY,Omd Government FTE Costs CY,Omd Government FTE Costs BY,Government FTE Number PY1 and Prior,Government FTE Number PY,Government FTE Number CY,Government FTE Number BY,Prior Year Cost Change PY,Prior Year Cost Change CY,Prior Year Cost Percentage Change PY,Prior Year Cost Percentage Change CY
"018-000003117","884","018","Department of Education","eCampus Based System","1.050000","0.000000","0.000000","0.000000","19.110000","0.100000","0.650000","0.050000","1.400000","0.069000","0.423000","0.069000","25.330000","1.703000","1.518000","1.564000","3.613000","1.242000","0.918000","1.242000","37.00","9.00","9.00","9.00","0.000000","0.000000","0.000000","0.000000"
"018-000003203","946","018","Department of Education","Common Origination and Disbursement (COD)","0.000000","0.000000","0.000000","0.000000","34.516000","36.028000","5.450000","3.350000","6.637000","1.248000","1.248000","1.248000","736.907000","139.644000","140.053000","140.053000","12.282000","1.248000","1.248000","1.248000","142.00","12.00","12.00","12.00","0.000000","0.000000","0.000000","0.000000"
"018-000006007","1063","018","Department of Education","Cyber Security Operations (CSO)","0.000000","0.284000","0.000000","0.000000","0.293000","0.293000","0.331000","0.364000","0.288000","0.237000","0.237000","0.237000","9.843000","2.819000","2.616000","3.197000","0.865000","0.712000","0.712000","0.712000","13.00","6.00","6.00","6.00","0.000000","0.000000","0.000000","0.000000"
"018-000000028","1065","018","Department of Education","System Security Authorizations (SSA)","0.000000","0.000000","0.000000","0.100000","0.000000","0.400000","0.600000","0.500000","0.000000","0.035000","0.014000","0.042000","9.154000","6.330000","5.842000","6.075000","2.545000","0.987000","0.987000","0.987000","19.00","9.00","8.00","8.00","0.000000","0.000000","0.000000","0.000000"
"018-000006011","1083","018","Department of Education","Information Assurance Enhancement/Cyber Watch (IAECW)","1.908000","0.370000","0.000000","0.000000","2.203000","1.109000","1.896000","0.896000","1.521000","0.919000","0.311000","0.236000","0.718000","0.942000","1.000000","0.000000","0.326000","0.124500","0.387000","0.462000","10.00","5.00","5.00","5.00","0.000000","0.000000","0.000000","0.000000"
"018-000001150","1084","018","Department of Education","Security Authorization (SA)","0.000000","0.000000","0.000000","0.000000","0.400000","0.513000","0.000000","0.000000","0.225000","0.225000","0.000000","0.000000","6.831000","1.104000","2.017000","2.972000","1.160000","0.674000","0.899000","0.899000","10.00","6.00","6.00","6.00","0.000000","0.000000","0.000000","0.000000"
"018-000000043","1167","018","Department of Education","Civil Rights Data Collection (CRDC)","0.000000","0.000000","0.000000","0.000000","1.049000","1.400000","1.106000","1.791000","0.037000","0.030000","0.031000","0.031000","3.383000","3.542000","1.151000","1.323000","0.513000","0.414000","0.421000","0.429000","6.00","5.00","5.00","5.00","0.000000","0.000000","0.000000","0.000000"
"018-000000071","1199","018","Department of Education","Enterprise Identity Management Service (EIMS)","0.550000","0.553000","0.000000","0.000000","6.703000","2.826000","0.750000","1.500000","1.214000","0.600000","0.000000","0.000000","0.000000","0.000000","4.389000","4.422000","0.000000","0.000000","1.485000","1.485000","9.00","5.00","16.00","16.00","0.000000","0.000000","0.000000","0.000000"
"018-000000044","1203","018","Department of Education","Enterprise Business Collaboration (EBC)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.998000","2.291000","2.606000","2.606000","1.009000","0.690000","0.701000","0.701000","8.00","5.00","6.00","6.00","0.000000","0.000000","0.000000","0.000000"
"018-000000076","1267","018","Department of Education","OPE Integrated Data Collection and Performance Reporting System (OPEIDC)","0.000000","0.000000","0.185936","0.000000","0.000000","1.619000","0.385063","0.643000","0.000000","0.086000","0.311000","0.086000","0.000000","0.983000","0.865000","0.867000","0.000000","0.343000","0.150000","0.150000","4.00","5.00","3.00","3.00","0.000000","0.131999","0.000000","7.500000"
"018-000000092","1289","018","Department of Education","IES Sample Surveys (Consolidation)","0.000000","0.000000","0.000000","0.000000","0.000000","3.615000","3.641000","4.165000","0.000000","0.082000","0.250000","0.054000","0.000000","1.545000","2.631000","2.364000","0.000000","0.036000","0.125000","0.147000","0.00","3.00","3.00","3.00","0.000000","0.249000","0.000000","3.900000"
"018-000000094","1299","018","Department of Education","NCES Administrative Data","0.000000","0.000000","0.000000","0.000000","0.000000","5.623000","4.784000","4.208000","0.000000","0.524000","0.200000","0.554000","0.000000","3.209000","3.201000","2.941000","0.000000","0.202000","0.075000","0.213000","27.00","5.00","2.00","2.00","0.000000","-0.473000","0.000000","-5.400000"
"018-000000093","1303","018","Department of Education","IES Support (consolidated investment)","0.000000","0.000000","0.000000","0.000000","0.000000","2.286000","2.246000","2.311000","0.000000","0.137000","0.160000","0.137000","0.000000","0.593000","1.052000","1.104000","0.000000","0.065000","0.080000","0.065000","0.00","2.00","2.00","2.00","0.000000","0.038000","0.000000","1.100000"
"018-000000091","1305","018","Department of Education","Educational Assessment","0.000000","0.000000","0.000000","0.000000","0.000000","7.818000","11.171000","12.557000","0.000000","0.150000","0.150000","0.150000","0.000000","2.082000","2.273000","2.163000","0.000000","0.045000","0.045000","0.045000","0.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"018-000000036","1323","018","Department of Education","Debt Management and Collections System (DMCS)","0.000000","0.000000","0.000000","0.000000","5.000000","0.500000","2.000000","2.000000","0.490000","0.490000","0.490000","0.490000","0.000000","26.575000","69.297000","71.880000","0.000000","0.490000","0.490000","0.490000","30.00","7.00","7.00","7.00","0.000000","0.000000","0.000000","0.000000"
"018-000000095","1329","018","Department of Education","Enterprise Trusted Internet Connection (ETIC)","0.000000","0.000000","0.000000","0.000000","0.000000","1.180000","1.330000","1.574000","0.000000","0.394000","0.121000","0.121000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","1.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"018-000000089","1347","018","Department of Education","Rational Support","0.000000","0.000000","0.000000","0.000000","0.000000","0.036000","0.044000","0.000000","0.000000","0.087500","0.105000","0.105000","0.000000","1.495000","1.150000","1.186000","0.000000","0.263000","0.105000","0.105000","0.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"018-000000030","1351","018","Department of Education","Security Operations Center (SOC)","0.000000","0.000000","0.000000","0.100000","0.000000","2.338000","2.315000","2.040000","0.000000","0.577000","0.160000","0.191000","1.415000","0.211000","0.000000","0.000000","1.170000","0.452000","1.520000","1.530000","9.00","11.00","11.00","11.00","0.000000","0.000000","0.000000","0.000000"
"018-000000121","1527","018","Department of Education","EDExpress","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.650000","0.250000","0.000000","0.000000","0.224000","0.224000","0.000000","0.000000","3.000000","3.000000","0.000000","0.000000","0.056000","0.056000","0.00","0.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"018-000000034","1533","018","Department of Education","Student Aid Internet Gateway (SAIG)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.306000","1.456000","0.800000","0.800000","0.522000","0.268000","0.385000","0.396000","4.00","2.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"018-000000123","1535","018","Department of Education","Participation Management (PM)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.590000","0.340000","0.000000","0.000000","0.140000","0.140000","0.000000","0.000000","3.000000","3.000000","0.000000","0.000000","0.140000","0.140000","0.00","3.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"018-000000122","1547","018","Department of Education","Data Challenges & Appeals Solution (DCAS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","7.523000","0.000000","0.000000","0.000000","1.288000","0.000000","0.000000","0.000000","0.000000","4.000000","0.000000","0.000000","0.000000","1.239000","0.00","0.00","9.00","9.00","0.000000","0.072000","0.000000","0.800000"
"018-000000054","1553","018","Department of Education","Integrated Student Experience (ISE)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","0.000000","0.000000","0.637000","0.637000","2.009000","1.391000","0.223000","0.230000","1.958000","0.390000","0.390000","0.390000","15.00","8.00","8.00","8.00","0.000000","0.000000","0.000000","0.000000"
"018-000000125","1559","018","Department of Education","Enterprise Architecture & Engineering (EA&E)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.837000","1.375000","0.000000","0.000000","0.490000","0.490000","0.000000","0.000000","4.632000","4.657000","0.000000","0.000000","1.190000","1.190000","4.00","0.00","12.00","12.00","0.000000","0.000000","0.000000","0.000000"
"019-000000122","559","019","Department of Energy","CF iManage","0.000000","0.000000","0.000000","0.000000","194.335000","0.000000","0.000000","0.000000","8.359000","0.000000","0.000000","0.000000","143.594000","27.012000","26.433000","26.433000","35.838000","3.666000","3.813000","3.652000","210.00","25.00","25.00","25.00","-6.085000","30.246000","-16.600000","0.000000"
"019-000000208","564","019","Department of Energy","EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)","1.609000","0.000000","0.000000","0.000000","2.794000","1.011000","0.834000","0.900000","0.000000","0.000000","0.000000","0.000000","34.009000","1.382000","1.608000","0.984000","3.982000","0.182000","0.182000","0.182000","13.00","1.00","1.00","1.00","-1.106000","2.624000","-30.000000","0.000000"
"019-000000577","573","019","Department of Energy","NNSA Enterprise Secure Network (ESN)","84.216000","0.000000","0.000000","0.000000","112.817320","0.000000","0.000000","0.000000","0.814200","0.000000","0.000000","0.000000","72.282980","12.900000","12.900000","12.900000","0.578480","0.130830","0.134760","0.138800","11.00","1.00","1.00","1.00","13.030830","13.034760","0.000000","0.000000"
"019-000000971","579","019","Department of Energy","EM RL - BMS Site Wide Business Management System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","90.535000","5.137000","5.600000","6.100000","1.171000","0.153000","0.153000","0.153000","7.00","1.00","1.00","1.00","5.290000","5.753000","0.000000","0.000000"
"019-000000976","580","019","Department of Energy","EM RL - Records Management","0.633300","0.000000","0.000000","0.000000","2.897700","0.000000","0.000000","0.000000","0.063000","0.000000","0.000000","0.000000","60.415400","13.263100","14.480500","14.514900","1.639500","0.230000","0.230000","0.230000","6.00","2.00","2.00","2.00","13.493100","14.710500","0.000000","0.000000"
"019-000001122","583","019","Department of Energy","EM SR SRNS 89.32.04.01.05 Contractor Business Financial and Administrative Systems CB FAS SR Contractor Business Financial and Administrative Systems","0.000000","0.000000","0.000000","0.000000","13.592960","0.000000","0.000000","0.000000","0.132640","0.000000","0.000000","0.000000","53.667719","7.964970","10.417423","10.688753","2.658320","0.464240","0.227540","0.230100","20.00","4.00","2.00","2.00","-1.253977","10.644963","-13.000000","0.000000"
"019-000000134","1075","019","Department of Energy","Identity, Credential, and Access Management (ICAM)","0.000000","2.000000","3.700000","0.000000","0.000000","5.500000","7.150000","4.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.500000","0.150000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","11.000000","11.000000","0.000000","0.000000"
"019-000001675","1597","019","Department of Energy","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","28.474000","28.282000","28.224000","0.000000","0.000000","0.712000","0.712000","0.00","0.00","6.00","6.00","0.000000","0.000000","0.000000","0.000000"
"019-000001331","1599","019","Department of Energy","","0.853000","0.588960","0.000000","0.000000","6.700433","1.768599","3.608890","3.608890","0.560000","0.149068","0.192987","0.192987","0.327357","1.466203","0.000000","0.000000","0.050000","0.092708","0.000000","0.000000","4.00","2.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","0.981000","0.000000","0.000000","0.000000","10.406000","0.504000","0.564000","0.621000","0.000000","0.000000","0.000000","0.000000","163.159000","19.021000","20.351000","21.640000","33.668000","2.273000","3.323000","3.604000","49.00","17.00","17.00","17.00","-2.327000","-2.379000","-9.646000","-8.938000"
"009-000001462","186","009","Department of Health and Human Services","ACF GrantSolutions.gov / Grants Administration Tracking Evaluation System (GATES) - Grants Center of Excellence","0.000000","0.000000","0.000000","0.000000","9.813000","1.300000","1.341000","1.364000","0.000000","0.000000","0.000000","0.000000","39.733000","5.865000","6.051000","6.507000","2.200000","0.385000","0.397000","0.404000","12.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"009-000001424","187","009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)","0.000000","0.000000","0.000000","0.000000","0.300000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","134.763000","23.760000","23.760000","23.960000","1.200000","0.240000","0.240000","0.240000","12.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"009-000001386","257","009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)","0.886000","0.000000","0.000000","0.000000","74.870000","1.362000","0.000000","0.000000","1.786000","0.000000","0.000000","0.000000","28.918000","10.059000","11.540000","12.130000","1.409000","1.464000","1.508000","1.553000","26.45","11.65","12.00","12.00","0.646000","0.670000","5.278000","5.413000"
"009-000006260","258","009","Department of Health and Human Services","CDC Information Technology Infrastructure","0.000000","0.000000","0.000000","0.000000","0.500000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","789.363000","77.944000","87.444000","82.708000","162.040000","28.656000","28.656000","28.656000","1146.00","218.00","218.00","218.00","0.000000","9.500000","0.000000","8.912000"
"009-000001384","260","009","Department of Health and Human Services","CDC National Select Agent Platform (NSAP)","1.481000","2.706000","0.375000","0.300000","32.417000","0.568000","3.622000","1.500000","1.714000","0.187000","0.188000","0.208000","28.185000","1.180000","1.080000","0.750000","1.736000","0.438000","0.438000","0.458000","11.00","4.00","6.00","7.00","0.000000","0.000000","0.000000","0.000000"
"009-000001372","261","009","Department of Health and Human Services","CDC PHIN: BioSense","2.175000","0.375000","0.375000","0.375000","185.472000","1.450000","1.450000","1.450000","23.637000","0.338000","0.338000","0.338000","37.689000","4.091000","4.091000","4.091000","6.543000","1.920000","1.920000","1.920000","135.00","16.00","16.00","16.00","0.000000","0.000000","0.000000","0.000000"
"009-000001378","262","009","Department of Health and Human Services","CDC PHIN: National Electronic Disease Surveillance System","8.951000","0.353000","0.303000","0.303000","116.878000","2.607000","2.607000","2.607000","13.929000","0.250000","0.250000","0.250000","38.212000","3.643000","3.693000","3.693000","7.917000","2.599000","2.599000","2.599000","120.00","23.00","23.00","23.00","0.000000","0.000000","0.000000","0.000000"
"009-000004261","264","009","Department of Health and Human Services","CMS Beneficiary Enrollment and Plan Payment for Part C & D","0.000000","0.000000","0.000000","0.000000","3.096000","0.076000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","485.059000","30.496000","24.482000","24.681000","14.404000","3.332000","3.332000","3.332000","128.00","24.50","24.50","24.50","-4.402000","-12.865000","-11.492000","-31.626000"
"009-000001474","265","009","Department of Health and Human Services","CMS Beneficiary e-Services","0.000000","0.000000","0.000000","0.000000","2.515000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","348.634000","36.965000","39.546000","61.588000","24.288000","4.352000","4.352000","4.352000","192.00","32.00","32.00","32.00","-0.028000","-11.444000","-0.068000","-20.679000"
"009-000004263","268","009","Department of Health and Human Services","CMS Medicare Beneficiary Enrollment Data Management","0.000000","0.000000","0.000000","0.000000","2.794000","5.022000","2.347000","0.000000","0.000000","0.000000","0.209000","0.000000","150.023000","9.478000","8.372000","14.219000","6.459000","0.952000","0.743000","0.952000","36.00","7.00","7.00","7.00","3.605000","-0.312000","30.430000","-2.604000"
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics","0.000000","0.000000","0.000000","0.000000","15.500000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","164.614000","18.677000","19.528000","20.534000","4.955000","2.040000","2.176000","2.176000","54.00","15.00","16.00","16.00","-4.472000","-5.692000","-17.754000","-20.777000"
"009-000004260","270","009","Department of Health and Human Services","CMS Drug Claims (DDPS)","0.000000","0.000000","0.000000","0.000000","1.676000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","151.282000","15.751000","18.385000","19.868000","6.231000","1.224000","1.224000","1.224000","50.00","9.00","9.00","9.00","-3.837000","2.321000","-18.436000","13.425000"
"009-000004254","272","009","Department of Health and Human Services","CMS Durable Medical Equipment (DME) Claims Processing","0.000000","0.000000","0.000000","0.000000","0.000000","11.802000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","99.518000","5.710000","17.731000","18.390000","2.917000","0.544000","0.544000","0.544000","24.00","4.00","4.00","4.00","0.383000","-1.443000","2.167000","-7.318000"
"009-000006796","273","009","Department of Health and Human Services","CMS Encounter Data","0.000000","0.000000","0.000000","0.000000","35.055000","4.361000","4.114000","4.160000","3.472000","0.146000","0.096000","0.096000","33.706000","19.887000","18.349000","18.553000","0.665000","0.650000","0.428000","0.428000","29.50","5.85","3.85","3.85","-0.826000","-0.993000","-3.193000","-4.141000"
"009-000001465","274","009","Department of Health and Human Services","CMS Health Care Quality Improvement System (QIES)","27.000000","0.000000","0.000000","0.000000","80.160000","0.000000","0.000000","0.000000","0.200000","0.000000","0.000000","0.000000","171.692000","23.564000","27.934000","41.898000","1.720000","0.816000","0.816000","0.816000","19.40","6.00","6.00","6.00","-7.005000","-2.659000","-22.320000","-8.466000"
"009-000001468","275","009","Department of Health and Human Services","CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)","25.337000","0.000000","0.000000","0.000000","554.544000","0.000000","0.000000","0.000000","29.892000","0.000000","0.000000","0.000000","822.838000","85.659000","94.159000","108.850000","36.964000","4.760000","4.760000","4.760000","490.00","35.00","35.00","35.00","-7.164000","-23.259000","-7.341000","-19.037000"
"009-000201062","276","009","Department of Health and Human Services","CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems","0.000000","0.000000","0.000000","0.000000","89.113000","16.036000","27.488000","24.313000","0.000000","1.553000","1.553000","1.553000","39.949000","7.300000","8.050000","7.620000","7.312000","0.487000","0.487000","0.487000","44.00","15.00","15.00","15.00","-6.874000","8.618000","-21.315000","29.758000"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","7.943000","0.000000","0.000000","0.000000","60.062000","8.336000","19.609000","17.500000","1.231000","0.680000","0.680000","0.680000","0.000000","0.000000","0.000000","0.000000","1.511000","0.000000","0.000000","0.000000","20.00","5.00","5.00","5.00","-3.812000","1.972000","-29.716000","10.766000"
"009-000004414","280","009","Department of Health and Human Services","CMS Interoperability & Standardization - Claims","0.000000","0.000000","0.000000","0.000000","5.806000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","123.443000","12.802000","12.513000","12.513000","5.451000","0.680000","0.680000","0.680000","50.00","5.00","5.00","5.00","0.301000","2.537000","2.284000","23.808000"
"009-000004611","281","009","Department of Health and Human Services","CMS Interoperability & Standardization - Provider Enrollment (PECOS)","0.000000","0.000000","0.000000","0.000000","53.710000","4.329000","6.332000","6.332000","0.912000","0.147000","0.147000","0.147000","98.552000","13.289000","13.968000","22.915000","1.513000","0.533000","0.533000","0.533000","30.00","5.00","5.00","5.00","-2.360000","0.322000","-11.424000","1.559000"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","0.000000","0.000000","0.000000","0.000000","52.221000","252.626000","76.815000","0.000000","0.000000","0.000000","0.194000","0.000000","1200.395000","312.384000","506.780000","488.901000","4.951000","1.496000","1.302000","1.496000","66.00","11.00","11.00","11.00","265.177000","225.169000","88.002000","62.560000"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","0.000000","0.000000","0.000000","0.000000","1.364000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","53.012000","6.064000","17.194000","18.352000","1.594000","1.428000","1.428000","1.428000","17.50","10.50","10.50","10.50","0.978000","1.887000","15.014000","11.276000"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","0.000000","0.000000","0.000000","0.000000","20.515000","0.000000","0.077000","0.000000","0.000000","0.000000","0.005000","0.000000","31.284000","5.231000","6.923000","14.400000","2.209000","0.462000","0.457000","0.462000","20.00","3.40","3.40","3.40","-0.009000","0.139000","-0.158000","1.898000"
"009-000005234","287","009","Department of Health and Human Services","CMS Medicare Integrity Program Modernization-One PI System","0.000000","0.000000","0.000000","0.000000","51.628000","0.000000","0.000000","0.000000","6.295000","0.000000","0.000000","0.000000","134.559000","4.518000","26.067000","26.748000","11.024000","2.720000","2.720000","2.720000","100.00","20.00","20.00","20.00","-22.201000","1.512000","-75.414000","5.544000"
"009-000004255","290","009","Department of Health and Human Services","CMS Part A Claims Processing","0.000000","0.000000","0.000000","0.000000","0.000000","5.334000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","102.394000","13.051000","18.385000","19.519000","0.963000","0.272000","0.272000","0.272000","12.00","2.00","2.00","2.00","0.760000","-0.967000","4.247000","-4.928000"
"009-000004256","291","009","Department of Health and Human Services","CMS Part B Claims Processing","0.000000","0.000000","0.000000","0.000000","15.089000","0.000000","8.278000","0.000000","0.000000","0.000000","0.237000","0.000000","81.492000","14.213000","5.939000","17.844000","2.128000","0.408000","0.171000","0.408000","18.00","3.00","3.00","3.00","-0.929000","-2.728000","-5.974000","-15.721000"
"009-000004258","293","009","Department of Health and Human Services","CMS Plan Enrollment (HPMS)","0.000000","0.000000","0.000000","0.000000","1.183000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","102.749000","20.508000","20.967000","21.817000","7.665000","1.768000","1.768000","1.768000","75.00","13.00","13.00","13.00","0.592000","-0.400000","2.730000","-1.729000"
"009-000002476","296","009","Department of Health and Human Services","CMS Retiree Drug Subsidy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","76.613000","7.289000","7.317000","7.317000","3.120000","0.680000","0.680000","0.680000","31.00","5.00","5.00","5.00","-0.101000","-2.063000","-1.252000","-20.507000"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","2.863000","0.000000","0.000000","0.000000","37.268000","2.667000","5.174000","0.913000","1.442000","0.225000","0.563000","0.225000","39.190000","9.118000","9.962000","14.145000","4.578000","0.525000","0.562000","0.525000","45.33","7.50","7.50","5.00","-3.726000","0.000000","-22.914000","0.000000"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","1.800000","0.000000","0.000000","0.000000","53.624000","11.004000","11.930000","11.455000","1.694000","0.396000","0.270000","0.420000","23.686000","3.771000","5.482000","5.455000","1.028000","0.294000","0.218000","0.420000","21.50","4.60","4.60","5.60","-2.396000","4.750000","-13.415000","36.122000"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","8.236000","0.200000","0.200000","0.200000","132.704000","11.640000","12.100000","13.210000","7.471000","0.837000","0.750000","0.600000","53.741000","6.442000","10.268000","10.300000","2.684000","0.558000","0.600000","0.600000","32.50","9.30","9.00","8.00","0.000000","1.934000","0.000000","8.797000"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","4.530000","0.000000","0.000000","0.000000","47.422000","7.563000","7.991000","8.831000","1.800000","0.339000","0.339000","0.332000","25.365000","4.948000","4.948000","4.339000","1.792000","0.324000","0.324000","0.331000","12.65","4.42","4.42","4.42","0.000000","0.200000","0.000000","1.492000"
"009-000005323","322","009","Department of Health and Human Services","FDA OC User Fee and Financial Reporting Systems","2.036000","0.000000","0.000000","0.000000","75.680000","0.623000","2.000000","3.843000","0.520000","0.000000","0.188000","0.188000","54.622000","8.128000","13.117000","8.303000","2.535000","0.488000","0.300000","0.300000","25.00","3.25","3.25","3.25","0.429000","6.334000","4.869000","68.321000"
"009-999991400","330","009","Department of Health and Human Services","Federal Health Architecture","12.070000","1.400000","1.400000","1.400000","46.084000","6.472000","6.472000","6.472000","0.800000","0.200000","0.200000","0.200000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.00","1.00","1.00","1.00","0.000000","-0.400000","0.000000","-4.721000"
"009-999990160","331","009","Department of Health and Human Services","Grants.gov - Find and Apply","0.400000","0.000000","0.000000","0.000000","9.192000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","68.101000","14.331000","11.160000","11.415000","7.914000","1.786000","1.822000","1.822000","57.00","10.00","10.00","10.00","0.000000","-0.074000","0.000000","-0.567000"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","35.495000","5.698000","0.000000","0.000000","205.232000","12.937000","45.132000","20.009000","0.990000","0.000000","0.000000","0.000000","227.232000","25.771000","25.775000","26.317000","1.320000","1.869000","1.865000","1.884000","252.00","10.60","10.60","10.60","0.035000","26.531000","0.076000","57.375000"
"009-000000706","333","009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","9.351000","0.163000","0.315000","0.129000","84.300000","0.744000","1.440000","0.591000","6.009000","0.063000","0.133000","0.117000","67.099000","8.916000","8.779000","8.837000","4.657000","0.729000","0.674000","0.706000","62.30","4.50","4.50","4.50","-2.965000","-0.069000","-21.834000","-0.605000"
"009-000001359","334","009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","0.280000","0.000000","0.000000","0.000000","6.856000","0.000000","0.000000","0.000000","1.500000","0.000000","0.000000","0.000000","70.710000","8.894000","9.195000","9.195000","3.441000","0.554000","0.566000","0.566000","44.50","4.50","4.50","4.50","0.000000","0.000000","0.000000","0.000000"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","346.187000","34.568000","35.330000","35.798000","130.251000","21.650000","22.124000","21.656000","1300.00","220.00","220.00","210.00","0.000000","0.000000","0.000000","0.000000"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","49.798000","0.500000","1.331000","1.426000","272.967000","3.623000","11.982000","12.835000","47.245000","0.877000","0.850000","0.910000","400.409000","58.285000","46.889000","47.708000","211.250000","38.340000","39.805000","37.978000","1696.75","268.35","268.35","268.35","0.000000","0.000000","0.000000","0.000000"
"009-000001408","337","009","Department of Health and Human Services","NIH ES Business Intelligence System (NBIS)","1.309000","1.450000","0.000000","0.131000","46.963000","0.000000","0.000000","3.795000","6.227000","0.000000","0.000000","0.496000","83.716000","14.294000","14.841000","11.923000","21.371000","2.900000","2.900000","2.042000","270.00","16.00","16.00","16.00","1.404000","-0.063000","8.144000","-0.354000"
"009-000001405","339","009","Department of Health and Human Services","NIH CC Clinical Research Information System (CRIS)","3.210000","0.000000","0.000000","0.000000","53.711000","0.000000","0.000000","0.000000","18.000000","0.000000","0.000000","0.000000","37.043000","2.693000","4.196000","2.460000","27.488000","5.474000","5.638000","5.808000","214.00","42.00","42.00","42.00","0.000000","0.000000","0.000000","0.000000"
