Unique Investment Identifier,Business Case Id,Agency Code,Agency Name,Investment Title,Planning Budgetary Resources PY1 and Prior,Planning Budgetary Resources PY,Planning Budgetary Resources CY,Planning Budgetary Resources BY,DME Budgetary Resources PY1 and Prior,DME Budgetary Resources PY,DME Budgetary Resources CY,DME Budgetary Resources BY,DME Government FTE Costs PY1 and Prior,DME Government FTE Costs PY,DME Government FTE Costs CY,DME Government FTE Costs BY,Omd Budgetary Resources PY1 and Prior,Omd Budgetary Resources PY,Omd Budgetary Resources CY,Omd Budgetary Resources BY,Omd Government FTE Costs PY1 and Prior,Omd Government FTE Costs PY,Omd Government FTE Costs CY,Omd Government FTE Costs BY,Government FTE Number PY1 and Prior,Government FTE Number PY,Government FTE Number CY,Government FTE Number BY,Prior Year Cost Change PY,Prior Year Cost Change CY,Prior Year Cost Percentage Change PY,Prior Year Cost Percentage Change CY
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","0.000000","0.000000","0.000000","0.000000","56.519000","12.480000","12.209000","12.440000","0.800000","0.000000","0.000000","0.000000","41.706000","5.499000","7.740000","8.048000","3.273000","1.339000","2.160000","2.565000","23.00","16.00","16.00","20.00","5.000000","2.000000","34.921078","9.945795"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","0.000000","0.000000","0.000000","0.000000","28.950000","2.928445","0.000000","0.000000","0.028000","0.000000","0.000000","0.000000","39.483943","5.369000","5.181851","5.181851","0.659000","0.659000","0.845989","0.845989","55.00","7.00","7.00","7.00","2.928445","0.000000","48.600000","0.000000"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","1.533000","0.000000","0.000000","0.000000","1.181000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","93.946622","11.569603","13.675626","14.318175","1.222378","0.000000","1.653583","1.789659","5.00","10.00","16.00","16.00","-5.635397","-1.995791","-32.800000","-11.500000"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","1.790000","0.000000","0.000000","1.000000","96.463900","0.000000","0.000000","9.000000","4.375150","0.000000","0.000000","0.000000","73.532417","32.809325","32.100228","36.142400","9.497134","3.039258","2.669095","2.314275","132.00","22.00","22.00","19.00","-1.424590","7.949597","-3.800000","29.600000"
"005-000000073","393","005","Department of Agriculture","AgPRS - USDA Public Safety Land Mobile Radio System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","113.960539","20.744510","18.581016","18.195235","108.283213","21.043570","19.350589","19.350589","1146.00","197.00","197.00","197.00","0.577500","-0.668790","1.400000","-1.700000"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1630.074380","163.642459","161.450107","161.450107","281.395230","66.458310","47.614288","48.000000","3175.00","498.00","498.00","498.00","0.000000","0.000000","0.000000","0.000000"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","1.000000","0.000000","0.000000","0.000000","92.691000","15.050000","19.022000","0.000000","5.907000","1.240000","1.260000","0.000000","70.087000","23.613000","23.845000","23.718000","29.698000","12.174000","12.377000","12.494000","229.04","113.07","113.11","113.14","-0.004000","-0.003000","-0.007680","-0.005309"
"005-000002376","1099","005","Department of Agriculture","Conservation Delivery Streamline Initiative (CDSI)","4.482479","0.000000","0.000000","0.256919","22.927993","5.305000","15.800203","29.228110","3.138364","0.000000","0.000000","0.000000","0.000000","3.138200","5.183291","20.944927","0.000000","2.724000","2.904275","2.969065","20.00","16.00","19.00","19.00","11.167200","23.887769","0.000000","0.000000"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","0.000000","0.000000","0.000000","0.000000","78.940000","3.437228","2.285306","7.000000","16.258000","0.000000","0.000000","0.000000","0.000000","15.044769","14.903133","15.988180","0.000000","7.923305","9.237400","9.258000","82.00","51.00","55.00","60.00","4.096302","-1.574161","18.400000","-5.600000"
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","111.183083","108.569303","111.896303","0.000000","0.000000","0.000000","0.000000","0.00","214.00","289.00","310.00","90.652647","86.023867","441.600000","381.600000"
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","198.569000","201.053000","204.270000","0.000000","0.000000","0.000000","0.000000","0.00","677.00","678.00","680.00","195.577097","199.022144","6536.900000","9799.900000"
"005-000000231","1295","005","Department of Agriculture","USDA Enterprise Telecommunications Shared Services","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","27.168723","32.908277","38.226755","0.000000","0.000000","0.000000","0.000000","0.00","28.00","28.00","28.00","20.404135","28.660070","301.600000","674.600000"
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","0.000000","0.000000","0.000000","0.000000","1.035000","1.116000","1.228000","1.350000","0.000000","0.773000","0.788000","0.804000","44.838000","47.016000","51.717000","56.889000","45.949000","48.631000","49.603000","50.595000","423.00","439.00","439.00","439.00","0.001000","0.000000","0.001025","0.000000"
"005-000000186","1301","005","Department of Agriculture","USDA Enterprise Messaging Systems-Cloud Services (EMS-CS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.031000","14.842000","14.858000","0.000000","0.000000","0.000000","0.000000","0.00","4.00","4.00","4.00","6.500665","8.111921","99.500000","120.500000"
"006-000525200","629","006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)","0.000000","0.000000","0.000000","0.000000","10.900000","2.580000","1.380000","1.855000","0.000000","0.000000","0.000000","0.000000","66.316300","6.237500","6.008600","5.999800","55.864000","6.411830","6.726000","7.055600","374.00","45.00","45.00","45.00","1.421000","-0.093700","10.300000","-0.700000"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","0.000000","0.000000","0.000000","0.000000","24.302000","1.911000","1.911000","1.911000","0.000000","0.000000","0.000000","0.000000","85.636000","1.030000","1.030000","1.030000","232.654000","28.194000","28.194000","28.194000","1557.00","139.00","139.00","139.00","-8.679000","0.000000","-21.800000","0.000000"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","14.309000","0.000000","0.000000","0.000000","19.176000","0.942000","0.000000","3.226000","8.451000","2.035000","1.888000","1.655000","104.669000","12.065000","5.898000","18.005000","170.536000","13.991000","11.513000","15.909000","777.00","87.00","78.00","96.00","0.969000","-6.470000","3.500000","-25.100000"
"006-000310100","701","006","Department of Commerce","NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS)","0.000000","0.000000","0.000000","0.000000","192.313000","19.242000","15.779000","17.592000","29.810000","2.253000","2.647000","2.500000","411.448000","33.934000","30.654000","33.463000","66.368000","4.605000","4.570000","5.115000","588.00","49.00","49.00","49.00","60.034000","53.650000","0.000000","0.000000"
"006-000310400","703","006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","365.954000","45.050000","43.989000","44.169000","8.320000","1.815000","1.851000","1.888000","51.00","13.00","13.00","13.00","46.865000","45.840000","0.000000","0.000000"
"006-000380400","711","006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)","0.000000","0.000000","0.000000","0.000000","189.269000","2.689000","2.000000","11.000000","0.000000","0.000000","0.000000","0.000000","178.863000","24.502000","27.200000","27.073000","20.582000","4.136000","4.261000","4.388000","126.00","23.00","23.00","23.00","31.327000","33.461000","0.000000","0.000000"
"006-000400700","715","006","Department of Commerce","Census - Economic Census and Surveys","0.013000","0.000000","0.000000","0.000000","8.865000","3.670758","0.000000","11.760544","5.972000","1.612939","0.259532","20.229645","185.949000","11.452309","12.617243","8.446501","432.823000","47.140782","48.681572","31.992140","2937.00","280.00","286.00","317.00","4.904788","0.000000","8.300000","0.000000"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","12.430000","0.000000","0.000000","0.000000","34.975000","16.666000","5.781000","0.411000","2.063000","0.422000","0.427000","0.431000","135.270000","11.912000","13.510000","11.254000","126.352000","6.397000","6.941000","8.250000","964.00","56.00","65.00","69.00","-1.277000","5.647000","-3.500000","26.900000"
"006-000051000","721","006","Department of Commerce","Commerce Business Systems (CBS)","0.000000","0.000000","0.000000","0.000000","65.580000","0.000000","0.000000","0.000000","11.882000","0.000000","0.000000","0.000000","347.847000","23.828000","24.638000","25.465000","145.833000","16.695000","16.695000","16.695000","1218.00","96.00","96.00","96.00","0.000000","0.000000","0.000000","0.000000"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","19.700000","0.500000","3.000000","3.000000","146.314000","1.967000","4.510000","4.910000","7.793000","0.605000","0.905000","0.942000","150.228000","8.388000","6.376000","5.991000","76.691000","5.298000","5.510000","5.730000","318.00","20.00","23.00","23.00","0.000000","0.000000","0.000000","0.000000"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","2.105000","0.100000","0.000000","0.000000","8.032000","3.414000","3.252770","4.023000","2.900000","1.847000","2.038580","2.168000","230.650386","52.839500","46.307560","53.000029","73.456314","11.080500","10.979153","13.102697","613.00","85.00","90.00","97.00","69.281000","62.578063","0.000000","0.000000"
"006-000320500","770","006","Department of Commerce","NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS)","46.286000","5.960000","5.960000","5.740000","89.634000","21.013000","15.493000","6.904000","1.172000","0.592000","0.592000","0.592000","39.028000","6.547000","6.914000","11.140000","0.000000","0.000000","0.000000","0.000000","9.00","4.00","4.00","4.00","0.000000","0.000000","0.000000","0.000000"
"006-000310600","776","006","Department of Commerce","NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)","1.500000","0.000000","0.000000","0.000000","32.563000","0.000000","0.000000","0.000000","1.314000","0.000000","0.000000","0.000000","121.923000","8.782000","7.941000","7.941000","82.947000","5.958000","5.958000","5.958000","825.00","43.00","57.00","57.00","14.740000","13.899000","0.000000","0.000000"
"006-000731200","782","006","Department of Commerce","NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS)","3.792000","0.000000","0.000000","0.000000","24.580768","4.808508","6.777552","1.567776","5.072763","0.164690","0.660449","0.818223","3.854000","1.988585","0.000000","0.000000","2.311466","0.430220","0.000000","0.000000","47.00","5.00","5.00","6.00","7.392003","7.438001","0.000000","0.000000"
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","0.000000","0.000000","0.000000","0.000000","0.000000","0.820000","0.280000","0.000000","0.000000","0.000000","0.000000","0.000000","750.788611","100.924050","104.706300","105.650360","369.440681","42.142117","42.567667","42.805877","3673.00","532.00","537.00","536.00","124.813827","131.199597","654.400000","802.200000"
"006-999994060","926","006","Department of Commerce","OS OHRM Human Resource Management System (HRMS)","0.000000","0.281290","0.000000","0.000000","15.077532","0.066372","0.000000","1.255200","0.504294","0.670827","0.000000","0.000000","5.947918","8.395892","7.127931","9.351800","0.775505","0.000000","0.706754","0.739676","8.00","4.00","4.00","5.00","9.414381","7.834685","0.000000","0.000000"
"006-000803100","927","006","Department of Commerce","USPTO Fee Processing Next Generation (FPNG)","0.000000","0.000000","0.000000","0.000000","12.371010","12.210770","15.641400","7.741000","5.414990","1.065140","2.218000","0.984000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","37.00","7.00","14.00","6.00","13.275910","17.859400","0.000000","0.000000"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","4.136950","0.000000","0.000000","0.000000","70.414180","54.857910","12.778760","0.000000","10.365880","4.543170","0.924000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","70.00","30.00","6.00","0.00","1.369490","-2.665740","2.400000","-16.300000"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","7.939000","6.990000","8.119000","6.679000","38.877000","44.185000","46.526000","46.526000","5.597000","0.000000","0.000000","0.000000","866.379000","63.715000","89.121000","78.395000","296.656000","45.684000","45.229000","58.080000","2977.00","348.00","400.00","521.00","-21.900000","6.521000","-12.000000","3.600000"
"006-000050500","934","006","Department of Commerce","OS OCIO Enterprise Cyber Security Monitoring and Operations (ECMO)","0.000000","0.000000","0.000000","0.000000","10.186000","0.000000","0.000000","0.000000","0.200000","0.000000","0.000000","0.000000","1.298000","3.078000","3.525000","4.700000","0.165000","0.163000","0.170000","0.175000","2.00","1.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"006-000552000","1080","006","Department of Commerce","BIS Commerce USXPORTS Exporter Support System (CUESS)","0.100000","0.050000","0.050000","0.050000","4.537000","3.200000","1.600000","1.581000","0.879000","0.480000","0.440000","0.534000","5.992000","1.748000","2.500000","3.000000","0.411000","0.540000","0.450000","0.450000","12.00","6.00","5.00","5.00","6.018000","5.040000","0.000000","0.000000"
"006-000051500","1081","006","Department of Commerce","Commerce Business Application Solutions (BAS)","3.900000","3.900000","0.000000","0.000000","0.000000","0.000000","32.626000","35.847000","0.000000","0.000000","8.300000","9.245000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","45.00","45.00","0.000000","0.000000","0.000000","0.000000"
"006-999990530","1135","006","Department of Commerce","BusinessUSA","1.937000","0.346000","0.366000","0.377000","3.719000","1.720000","1.717000","1.663000","1.555000","0.560000","0.604000","0.381000","2.020000","2.319000","2.548000","2.536000","0.272000","0.302000","0.312000","0.590000","14.00","10.00","7.00","7.00","-0.194000","0.000000","-3.600000","0.000000"
"006-000804000","1233","006","Department of Commerce","USPTO Patent End-to-End 2 (PE2E-2)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","108.242820","119.539500","0.000000","0.000000","8.576880","10.296090","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","55.00","66.00","0.000000","52.454970","0.000000","81.500000"
"006-000804100","1353","006","Department of Commerce","USPTO Trademark Next Generation   External (TMNG-EXT)","0.000000","0.000000","0.000000","0.000000","1.217600","6.441770","9.177430","0.088940","0.193850","0.581530","2.099570","0.033990","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.00","4.00","14.00","1.00","-3.279601","3.488920","-31.800000","44.800000"
"006-000402200","1355","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing, Operational Development, and Systems Testing, FY 2015 - FY 2018","0.000000","0.000000","30.133000","93.830000","0.000000","0.000000","26.702000","87.870000","0.000000","0.000000","17.296000","17.590000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","83.00","88.00","0.000000","8.067000","0.000000","12.200000"
"006-000402100","1357","006","Department of Commerce","Census - Census Enterprise Data Collection and Processing (CEDCAP)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","43.987000","50.299000","0.000000","0.000000","22.187000","27.324000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","226.00","278.00","0.000000","0.000000","0.000000","0.000000"
"006-000312800","1365","006","Department of Commerce","NOAA/NWS/ Integrated Dissemination Program - (IDP)","0.000000","0.000000","0.000000","0.000000","0.000000","38.598000","44.431000","28.323000","0.000000","0.337000","0.337000","0.168000","0.000000","0.000000","0.000000","5.688000","0.000000","0.000000","0.000000","0.169000","0.00","2.00","2.00","2.00","38.935000","44.768000","0.000000","0.000000"
"006-000804300","1371","006","Department of Commerce","USPTO Trademark Next Generation 2 (TMNG-2)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","27.271850","23.299370","0.000000","0.000000","2.569380","1.819230","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","17.00","12.00","0.000000","8.933660","0.000000","42.700000"
"006-000804400","1485","006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","70.313830","105.151638","0.000000","0.000000","4.028510","6.415560","0.000000","0.000000","162.398510","168.025184","0.000000","0.000000","32.308829","40.514936","0.00","0.00","235.00","301.00","0.000000","7.672934","0.000000","2.900000"
"006-000804500","1487","006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)","0.000000","0.000000","0.000000","0.000000","0.000000","4.948630","11.632720","9.320210","0.000000","0.357240","1.043420","1.016870","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","2.00","7.00","7.00","5.305870","12.676140","0.000000","0.000000"
"006-000050600","1489","006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)","0.000000","0.146000","0.165000","0.165000","0.000000","3.160000","3.780000","0.926000","0.000000","0.067000","0.000000","0.000000","0.000000","0.000000","0.871000","3.880000","0.000000","0.000000","0.206000","0.206000","0.00","1.00","1.00","1.00","-1.627000","0.022000","-32.500000","0.400000"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","0.000000","0.000000","0.000000","0.000000","756.879000","0.000000","0.000000","0.000000","9.161000","0.000000","0.000000","0.000000","1324.085000","121.283000","131.486000","130.536000","24.086000","3.745000","3.728000","3.508000","246.00","27.00","27.00","25.00","-4.079000","-8.303000","-3.000000","-6.000000"
"007-000000155","14","007","Department of Defense","Global Combat Support System-Marine Corps Logistics Chain Management Increment 1","0.000000","0.000000","0.000000","0.000000","234.907000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","169.927000","47.812000","80.352000","71.340000","12.052000","0.138000","0.150000","0.160000","92.00","1.00","1.00","1.00","-10.075000","-12.972000","-17.000000","-14.000000"
"007-000000178","15","007","Department of Defense","Defense Enterprise Accounting and Management System-Increment 1","0.000000","0.000000","0.000000","0.000000","301.976000","107.276000","117.490000","128.804000","69.994000","10.860000","10.968000","10.336000","0.684000","0.000000","0.000000","43.183000","0.000000","0.000000","0.000000","0.000000","618.00","110.00","108.00","100.00","-6.551000","-2.338000","-5.000000","-2.000000"
"007-000000186","16","007","Department of Defense","Navy Enterprise Resource Planning","0.000000","0.000000","0.000000","0.000000","110.783000","6.000000","0.000000","0.000000","28.725000","0.000000","0.000000","0.000000","258.269000","90.899000","80.346000","71.018000","24.885000","7.475000","10.992000","11.322000","447.00","44.00","66.00","66.00","8.594000","22.500000","9.000000","33.000000"
"007-000000057","17","007","Department of Defense","Multifunctional Information Distribution System","0.000000","0.000000","0.000000","0.000000","155.246000","123.262000","71.349000","79.747000","0.000000","0.000000","0.000000","0.000000","56.579000","18.209000","17.868000","21.494000","25.632000","5.322000","5.276000","5.444000","250.00","40.00","39.00","40.00","-4.277000","-16.459000","-3.000000","-15.000000"
"007-000000192","18","007","Department of Defense","Product Tailoring Warfighter Applications","98.524000","4.445000","2.926000","0.000000","66.321000","3.736000","3.500000","0.500000","0.000000","0.000000","0.000000","0.000000","47.636000","7.511000","7.233000","7.351000","0.089000","0.092000","0.094000","0.097000","1.00","1.00","1.00","1.00","0.760000","-2.273000","5.000000","-14.000000"
"007-000000314","19","007","Department of Defense","General Fund Enterprise Business Systems","383.369000","0.000000","0.000000","0.000000","231.327000","7.614000","2.853000","13.540000","0.000000","0.000000","0.000000","0.000000","360.618000","69.841000","52.285000","50.591000","9.786000","2.332000","2.538000","2.570000","78.00","16.00","18.00","18.00","8.881000","22.401000","13.000000","64.000000"
"007-000000342","20","007","Department of Defense","Joint Tactical Radio System Handheld, Manpack, and Small Form Fit Radios","0.588000","5.304000","9.516000","9.516000","1463.943000","260.353000","43.668000","72.982000","0.917000","1.802000","1.856000","1.936000","0.000000","0.000000","0.000000","0.000000","1.267000","1.642000","2.588000","2.837000","17.00","30.00","39.00","41.00","-102.607000","-131.035000","-28.000000","-69.000000"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","0.422000","0.000000","0.000000","0.000000","198.865000","2.809000","1.320000","4.418000","2.272000","0.000000","0.000000","0.000000","744.224000","45.917000","43.813000","44.642000","8.389000","0.912000","0.847000","0.890000","87.00","7.00","6.00","7.00","0.451000","0.000000","1.000000","0.000000"
"007-000000594","26","007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY","19.741000","7.512000","9.958000","9.529000","0.000000","0.000000","0.000000","0.000000","1.859000","0.000000","0.000000","0.000000","0.000000","16.052000","8.944000","9.394000","0.000000","1.980000","1.989000","2.001000","11.00","11.00","11.00","12.00","-0.003000","-0.825000","0.000000","-4.000000"
"007-000000595","27","007","Department of Defense","DEFENSE INFORMATION SYSTEM NETWORK","242.226000","33.548000","12.050000","26.775000","860.692000","72.746000","89.364000","188.092000","0.000000","5.094000","4.820000","10.666000","7060.688000","1990.593000","2084.761000","1887.023000","0.000000","95.386000","99.075000","93.676000","0.00","751.00","755.00","760.00","272.460000","367.614000","14.000000","18.000000"
"007-000000613","28","007","Department of Defense","Defense Medical Logistics Standard Support","0.000000","0.000000","0.000000","0.000000","331.508000","7.456000","6.375000","4.330000","6.201000","0.000000","0.000000","0.000000","419.842000","64.206000","41.108000","41.930000","12.488000","1.273000","2.040000","2.060000","145.00","10.00","16.00","16.00","29.952000","2.478000","70.000000","5.000000"
"007-000000880","30","007","Department of Defense","Global Broadcast Service","0.000000","0.000000","0.000000","0.000000","124.579000","19.618000","41.731000","7.964000","0.000000","0.000000","0.000000","0.000000","209.973000","35.750000","19.113000","8.735000","0.889000","0.092000","0.094000","0.097000","10.00","1.00","1.00","1.00","3.992000","12.409000","8.000000","26.000000"
"007-000000881","31","007","Department of Defense","GLOBAL COMMAND AND CONTROL SYSTEM- JOINT","213.696000","27.814000","33.793000","21.503000","34.800000","7.350000","4.819000","1.310000","0.051000","0.000000","0.000000","0.000000","81.543000","125.417000","110.715000","106.060000","25.403000","27.558000","25.491000","24.308000","187.00","204.00","187.00","178.00","-15.216000","1.932000","-7.000000","1.000000"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","1.363000","0.000000","0.000000","0.000000","232.272000","30.367000","22.489000","18.922000","0.000000","0.000000","0.000000","0.000000","273.810000","31.176000","44.587000","44.959000","16.421000","0.656000","0.670000","0.686000","7.00","7.00","7.00","7.00","-7.502000","3.061000","-11.000000","5.000000"
"007-000001046","34","007","Department of Defense","Air and Space Operations Center - Weapon System","0.000000","0.000000","0.000000","0.000000","317.200000","22.974000","23.619000","9.968000","39.676000","7.956000","8.164000","8.424000","678.515000","154.475000","187.847000","129.143000","0.000000","0.000000","0.000000","0.000000","279.00","56.00","56.00","56.00","-0.368000","-0.071000","0.000000","0.000000"
