BusinessUnit/BusinessUnit,businessUnitCode,
glDetail/glDetail,journalId,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
ChartOfAccounts/ChartOfAccounts,glAccountNumber,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
ChartOfAccounts/ChartOfAccounts,glAccountNumber,
ChartOfAccounts/ChartOfAccounts,glAccountNumber,
fixedAssetMasterData/fixedAssetMasterData,fixedAssetId,
BusinessUnit/BusinessUnit,businessUnitCode,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
BusinessUnit/BusinessUnit,businessUnitCode,
ChartOfAccounts/ChartOfAccounts,glAccountNumber,
ChartOfAccounts/ChartOfAccounts,glAccountNumber,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
segmentListing/segmentListing,segment0XValue,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
sourceListing/sourceListing,sourceId,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
UserListing/UserListing,userId,
supplierMasterData/supplierMasterData,bankAccountId,
CustomerMasterData/CustomerMasterData,bankAccountId,
