Unique Investment Identifier,Business Case Id,Agency Code,Agency Name,Investment Title,Planning Budgetary Resources PY1 and Prior,Planning Budgetary Resources PY,Planning Budgetary Resources CY,Planning Budgetary Resources BY,DME Budgetary Resources PY1 and Prior,DME Budgetary Resources PY,DME Budgetary Resources CY,DME Budgetary Resources BY,DME Government FTE Costs PY1 and Prior,DME Government FTE Costs PY,DME Government FTE Costs CY,DME Government FTE Costs BY,Omd Budgetary Resources PY1 and Prior,Omd Budgetary Resources PY,Omd Budgetary Resources CY,Omd Budgetary Resources BY,Omd Government FTE Costs PY1 and Prior,Omd Government FTE Costs PY,Omd Government FTE Costs CY,Omd Government FTE Costs BY,Government FTE Number PY1 and Prior,Government FTE Number PY,Government FTE Number CY,Government FTE Number BY,Prior Year Cost Change PY,Prior Year Cost Change CY,Prior Year Cost Percentage Change PY,Prior Year Cost Percentage Change CY
"007-000001191","1126","007","Department of Defense","MEPCOM Integrated Resource System","25.613000","0.643000","0.000000","0.000000","94.671000","0.000000","0.000000","4.892000","0.000000","0.000000","0.000000","0.000000","285.001000","16.958000","23.017000","14.095000","26.393000","10.393000","10.433000","11.212000","464.00","163.00","163.00","163.00","-5.306000","0.000000","-16.000000","0.000000"
"007-000000128","1141","007","Department of Defense","AREA COMMON USER SYSTEM MODERNIZATION","0.000000","0.000000","0.000000","0.000000","322.794000","15.154000","63.275000","61.031000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","-22.413000","0.000000","-60.000000","0.000000"
"007-000001943","1143","007","Department of Defense","Aviation Tactical Communication Systems","0.000000","0.000000","0.000000","0.000000","1021.534000","85.259000","66.928000","70.610000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","0.000000","0.000000","0.000000","0.000000"
"007-000001056","1145","007","Department of Defense","JOINT STAFF INFORMATION NETWORK","0.000000","0.000000","0.000000","0.000000","8.783000","9.792000","13.126000","10.617000","0.000000","0.000000","0.000000","0.000000","56.828000","52.749000","71.543000","65.517000","0.000000","5.395000","7.584000","8.157000","0.00","53.00","53.00","53.00","16.247000","7.584000","31.000000","9.000000"
"007-000001686","1147","007","Department of Defense","Defense Agencies Initiative","0.000000","54.419000","60.775000","51.689000","0.000000","0.000000","0.000000","0.000000","0.000000","2.535000","2.685000","0.000000","0.000000","4.402000","5.075000","42.092000","0.000000","0.604000","0.597000","5.388000","0.00","19.00","19.00","25.00","2.145000","1.701000","4.000000","3.000000"
"007-000001836","1149","007","Department of Defense","High Performance Computing Modernization Program (HPCMP)","0.000000","0.000000","0.000000","0.000000","0.000000","53.873000","24.694000","62.683000","0.000000","0.000000","0.000000","0.000000","0.000000","0.411000","0.459000","0.459000","0.000000","0.671000","0.740000","0.740000","0.00","5.00","5.00","5.00","-230.848000","-191.993000","-81.000000","-88.000000"
"007-000003042","1151","007","Department of Defense","Information Management - UNITED STATES MARINE CORPS","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","97.471000","32.922000","29.833000","29.899000","98.645000","0.202000","46.138000","46.755000","397.00","7.00","629.00","629.00","-83.401000","-36.599000","-72.000000","-33.000000"
"007-000003964","1153","007","Department of Defense","ENTERPRISE EMAIL","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.700000","59.580000","49.121000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","13.700000","0.000000","0.000000","0.000000"
"007-000004787","1155","007","Department of Defense","Mid-tier Networking Vehicular Radio","0.000000","47.000000","12.636000","23.341000","0.000000","0.000000","86.219000","19.200000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","47.000000","0.000000","0.000000","0.000000"
"007-000004806","1157","007","Department of Defense","INTEGRATED PERSONNEL AND PAY SYSTEM - NAVY","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","31.743000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","0.000000","0.000000","0.000000","0.000000"
"007-000006948","1159","007","Department of Defense","USMC UNIT OPERATIONS CENTER","0.000000","0.000000","0.000000","0.000000","5.001000","0.000000","6.453000","3.695000","0.000000","0.000000","0.000000","0.000000","76.070000","54.346000","35.348000","56.637000","0.000000","0.125000","0.125000","0.125000","0.00","1.00","1.00","1.00","-12.146000","-0.761000","-18.000000","-2.000000"
"007-000005865","1201","007","Department of Defense","Distributed Common Ground System-Army","853.273000","28.429000","38.265000","26.186000","1150.820000","207.548000","184.007000","267.214000","31.426000","3.380000","2.998000","1.734000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","175.00","27.00","24.00","12.00","239.357000","225.270000","0.000000","0.000000"
"007-000003349","1261","007","Department of Defense","Launch Test Range System","0.000000","0.000000","0.000000","0.000000","0.000000","69.630000","38.422000","37.342000","0.000000","0.000000","0.000000","0.000000","311.756000","18.700000","19.037000","19.379000","181.851000","10.908000","11.104000","11.304000","2300.00","115.00","115.00","115.00","-150.837000","-162.278000","-60.000000","-70.000000"
"018-000001140","802","018","Department of Education","Integrated Partner Management (IPM)","2.160000","0.000000","0.000000","0.000000","13.830000","9.217000","0.000000","0.000000","8.020000","4.216000","0.000000","0.000000","0.000000","0.000000","7.500000","7.725000","0.000000","0.000000","4.871000","5.017000","48.00","32.00","32.00","32.00","0.000000","0.000000","0.000000","0.000000"
"018-999993200","803","018","Department of Education","Budget Formulation and Execution Line of Business (BFE)","1.833000","0.125000","0.125000","0.135000","3.118000","0.350000","0.375000","0.400000","0.000000","0.000000","0.000000","0.000000","3.136000","0.700000","0.799000","0.801000","0.858000","0.238000","0.244000","0.284000","12.00","2.00","2.00","2.00","0.000000","0.084000","0.000000","5.800000"
"018-000001040","804","018","Department of Education","Integrated Support Service (ISS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","93.052000","9.399000","10.352000","10.845000","22.190000","2.180000","2.250000","2.310000","30.00","15.00","15.00","15.00","0.000000","0.000000","0.000000","0.000000"
"018-000001120","805","018","Department of Education","Enterprise IT Infrastructure (EITI)","0.000000","0.000000","0.000000","0.000000","1.600000","0.000000","0.000000","0.000000","0.240000","0.000000","0.000000","0.000000","36.290000","7.422000","7.000000","7.000000","3.677000","1.596000","0.861000","0.861000","31.00","12.00","7.00","7.00","-1.881000","7.861000","-17.300000","0.000000"
"018-000002280","806","018","Department of Education","Integrated Postsecondary Education Data System (IPEDS)","0.000000","0.000000","0.000000","0.000000","3.748000","1.959000","2.018000","2.079000","0.700500","0.369000","0.382500","0.397500","13.289000","0.605000","0.624000","0.643000","2.331657","0.123000","0.127500","0.132500","21.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"018-000001060","810","018","Department of Education","Federal Student Aid Financial Management System (FSA FMS)","0.000000","0.000000","0.000000","0.000000","12.830000","0.000000","0.000000","0.000000","4.020000","0.000000","0.000000","0.000000","70.345000","6.748000","6.846000","7.114000","7.482000","1.742000","1.742000","1.777000","78.00","12.00","12.00","12.00","-0.659000","8.588000","-7.200000","0.000000"
"018-999991341","811","018","Department of Education","Grants Management System (G5)","0.000000","0.000000","0.000000","0.000000","16.584000","1.599000","0.948000","0.962000","0.000000","0.000000","0.150000","0.153000","14.393000","4.701000","5.709000","5.883000","1.350000","1.350000","1.350000","1.379000","33.00","9.00","9.00","9.00","7.650000","8.157000","0.000000","0.000000"
"018-000001020","812","018","Department of Education","Education Department Utility for Communications, Applications and Technical Environment (EDUCATE)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.700000","0.000000","0.000000","0.000000","0.000000","269.342000","56.078000","55.310000","49.465000","11.111000","3.337500","1.500000","1.500000","76.00","23.00","10.00","10.00","-0.669500","56.810000","-1.100000","0.000000"
"018-000001000","813","018","Department of Education","Migrant Student Information Exchange (MSIX)","3.340000","1.283000","1.848000","1.901000","13.910830","0.000000","0.000000","0.000000","0.372000","0.162590","0.162590","0.061290","7.955000","2.660000","1.726000","1.778000","0.131000","0.162590","0.162590","0.061290","6.00","2.00","2.00","1.00","-0.139820","3.899180","-3.200000","0.000000"
"018-000001023","815","018","Department of Education","National Assessment of Educational Progress (NAEP)","0.692000","0.000000","0.000000","0.000000","10.964000","2.994000","3.083000","2.460000","0.000000","0.070000","0.070000","0.150000","22.057000","2.679000","2.760000","4.674000","0.560000","0.070000","0.070000","0.150000","4.00","1.00","1.00","2.00","0.000000","0.000000","0.000000","0.000000"
"018-000001024","817","018","Department of Education","Financial Management Support System (FMSS)","1.100000","0.000000","0.000000","0.000000","29.246000","0.070000","0.446000","0.446000","1.161000","0.137000","0.140000","0.143000","37.439000","2.481000","2.463000","3.706000","10.452000","1.230000","1.256000","1.284000","120.00","10.00","10.00","10.00","1.367000","1.396000","53.600000","48.000000"
"018-000001031","818","018","Department of Education","Education Resources Information Center (ERIC)","0.000000","0.000000","0.000000","0.000000","11.430000","0.270000","0.280000","0.290000","0.120000","0.040000","0.025000","0.025000","6.672000","1.354000","1.139000","0.908000","0.300000","0.100000","0.025500","0.025500","4.00","1.00","1.00","1.00","0.000000","1.469500","0.000000","0.000000"
"018-000001010","819","018","Department of Education","EDFacts","13.070000","0.087611","0.075000","0.124700","32.697200","1.114254","0.827000","1.122300","3.712620","0.496590","0.511480","0.526830","63.329591","9.241291","9.641001","10.350000","10.113282","1.802800","1.875430","1.931690","110.00","14.00","14.00","14.00","0.000000","0.000000","0.000000","0.000000"
"018-000001018","820","018","Department of Education","ED Web","0.000000","0.000000","0.000000","0.000000","9.062000","1.808000","1.929000","0.743000","9.062000","0.500000","0.315000","0.015000","24.348000","2.919000","2.875000","2.803000","5.738000","0.621000","0.681000","0.135000","28.00","1.00","1.00","1.00","0.000000","5.800000","0.000000","0.000000"
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","0.000000","0.000000","0.000000","0.000000","1.671000","4.461000","4.430000","5.250000","1.259000","0.429000","0.439000","0.449000","3.434000","0.432000","0.431000","0.611000","3.051000","0.430000","0.440000","0.450000","21.00","6.00","6.00","6.00","0.435000","-3.051000","8.200000","-34.700000"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","0.000000","0.000000","1.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.320000","1.550000","130.531000","54.685000","61.552000","60.975000","8.154000","6.030000","4.618000","5.746000","64.00","32.00","45.00","47.00","-14.815000","68.490000","-19.600000","0.000000"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","16.293000","0.000000","0.000000","0.200000","7.612000","2.547500","1.000000","2.300000","1.787000","0.405000","0.402000","0.135000","77.451000","10.838000","11.213000","9.531000","6.534000","1.320000","1.608000","1.485000","78.00","16.00","15.00","15.00","-0.612500","14.223000","-3.900000","0.000000"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","6.920000","0.000000","0.000000","0.000000","34.130000","2.025000","13.530000","5.600000","1.125000","0.408000","0.675000","0.408000","254.856000","46.690000","48.220000","35.650000","7.264000","0.855000","0.632000","0.721000","68.00","10.00","10.00","8.00","-0.267000","63.057000","-0.500000","0.000000"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM) (Formerly FPDM)","1.220000","0.000000","0.000000","0.000000","0.500000","0.150000","0.606000","0.465750","0.379000","0.132000","0.140000","0.135000","4.717000","1.578000","1.177000","1.290000","0.704000","0.264000","0.402000","0.405000","9.00","3.00","4.00","5.00","0.000000","0.000000","0.000000","0.000000"
"018-000003117","884","018","Department of Education","eCampus Based System","1.050000","0.000000","0.000000","0.000000","18.510000","0.000000","0.600000","0.100000","1.044000","0.000000","0.356400","0.067000","21.116000","2.576000","1.638000","1.703000","2.084000","0.565000","0.963600","1.273000","21.00","7.00","9.00","9.00","0.000000","0.803000","0.000000","29.100000"
"018-000003203","946","018","Department of Education","Common Origination and Disbursement (COD)","0.000000","0.000000","0.000000","0.000000","6.612000","8.966000","18.938000","36.028000","4.200000","1.189000","1.248000","1.248000","454.330000","141.207000","141.370000","149.365000","9.845000","1.189000","1.248000","1.248000","111.00","18.00","13.00","13.00","0.000000","0.000000","0.000000","0.000000"
"018-000006007","1063","018","Department of Education","Cyber Security Operations (CSO)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.293000","0.293000","0.000000","0.000000","0.000000","0.000000","3.590000","3.150000","3.103000","3.103000","0.000000","0.000000","0.970000","0.970000","0.00","7.00","7.00","7.00","0.000000","4.366000","0.000000","0.000000"
"018-000000028","1065","018","Department of Education","System Security Authorizations (SSA)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.108000","3.146000","3.000000","3.000000","0.560000","0.915900","1.069200","1.085400","4.00","8.00","9.00","9.00","-0.074100","4.069200","-1.800000","0.000000"
"018-000006011","1083","018","Department of Education","Information Assurance Enhancement/Cyber Watch","0.912000","0.626000","0.370000","0.370000","0.672000","0.422000","1.109000","1.109000","0.267000","0.272000","0.709000","0.525000","0.036000","0.457000","0.225000","0.942000","0.089000","0.090000","0.108000","0.335000","3.00","3.00","5.00","6.00","0.000000","2.521000","0.000000","0.000000"
"018-000001150","1084","018","Department of Education","Security Authorization (SA)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.400000","0.400000","0.000000","0.000000","0.130000","0.130000","4.604000","1.010000","1.217000","1.217000","0.000000","0.484000","0.388000","0.389000","0.00","5.00","5.00","4.00","-0.184000","2.135000","-11.000000","0.000000"
"018-000000043","1167","018","Department of Education","Civil Rights Data Collection (CRDC)","0.000000","0.000000","0.000000","0.000000","0.000000","0.910370","0.138773","1.400000","0.000000","0.037200","0.000000","0.029980","0.000000","3.069630","0.319227","3.542000","0.000000","0.249000","0.263700","0.269820","0.00","2.00","3.00","3.00","4.266200","0.721700","0.000000","0.000000"
"018-000000071","1199","018","Department of Education","Enterprise Identity Management Service (EIMS)","0.000000","0.300000","0.250000","0.250000","0.000000","1.253000","5.450000","3.450000","0.000000","0.598000","0.616000","0.635000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","5.00","5.00","5.00","2.151000","6.316000","0.000000","0.000000"
"018-000000044","1203","018","Department of Education","Enterprise Business Collaboration (EBC)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.735670","2.262000","2.291000","0.000000","0.329000","0.680000","0.690000","0.00","3.00","6.00","6.00","-2.079330","2.942000","-50.200000","0.000000"
"018-000000073","1205","018","Department of Education","Federal Personnel and Payroll System (FPPS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.621000","0.076000","0.000000","0.000000","0.272412","0.272412","0.000000","0.000000","2.856000","3.542000","0.000000","0.000000","0.635627","0.635627","0.00","0.00","7.00","7.00","0.000000","4.385039","0.000000","0.000000"
"018-000000076","1267","018","Department of Education","OPE Integrated Data Collection and Performance Reporting System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.471000","1.619000","0.000000","0.000000","0.075000","0.075050","0.000000","0.000000","0.996000","1.011000","0.000000","0.000000","0.343000","0.343000","0.00","0.00","5.00","5.00","0.000000","2.885000","0.000000","0.000000"
"019-000000122","559","019","Department of Energy","CF iManage","0.000000","0.000000","0.000000","0.000000","194.335000","0.000000","0.000000","0.000000","8.359000","0.000000","0.000000","0.000000","99.242000","24.669000","28.790000","32.960000","29.199000","3.544000","3.657000","3.803000","161.00","24.00","24.00","24.00","-0.843000","-2.141000","-2.900000","-6.200000"
"019-000000208","564","019","Department of Energy","EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)","1.064000","0.545000","0.000000","0.000000","1.960000","0.000000","2.115000","2.084000","0.000000","0.000000","0.000000","0.000000","29.370000","3.055000","1.384000","1.415000","3.450000","0.350000","0.182000","0.182000","11.00","1.00","1.00","1.00","0.000000","-0.269000","0.000000","-6.800000"
"019-000000577","573","019","Department of Energy","NNSA Enterprise Secure Network (ESN)","84.216000","0.000000","0.000000","0.000000","102.698000","5.500000","5.500000","5.500000","0.516460","0.145310","0.152430","0.159890","52.154000","8.500000","8.500000","8.500000","0.330370","0.121090","0.127020","0.133250","7.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"019-000000731","575","019","Department of Energy","NNSA Y12 ERP","0.000000","0.000000","0.000000","0.000000","18.881000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","83.224000","8.335000","8.501000","8.671000","0.086800","0.009000","0.009000","0.009000","1.00","1.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"019-000000971","579","019","Department of Energy","RL - BMS Site Wide Business Management System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","78.957000","5.695000","5.883000","6.053000","0.865000","0.153000","0.153000","0.153000","5.00","1.00","1.00","1.00","0.000000","-0.284000","0.000000","-4.500000"
"019-000000976","580","019","Department of Energy","RL - Records Management","0.633300","0.000000","0.000000","0.000000","2.672700","0.125000","0.100000","0.100000","0.063000","0.000000","0.000000","0.000000","32.576300","14.065800","13.773300","13.068000","1.179500","0.230000","0.230000","0.230000","3.00","2.00","2.00","2.00","0.000000","-2.647000","0.000000","-15.800000"
"019-000001122","583","019","Department of Energy","SR Contractor Business/Financial and Administrative Systems, CB/FAS (SR Contractor Business and Administrative (CBA) Systems)","0.000000","0.000000","0.000000","0.000000","13.592960","0.000000","0.000000","0.000000","0.132640","0.000000","0.000000","0.000000","30.079191","7.166986","8.356102","15.729200","1.072560","0.331600","0.331600","0.331600","9.00","3.00","3.00","3.00","3.508386","8.687702","87.900000","0.000000"
"019-000000134","1075","019","Department of Energy","Identity, Credential, and Access Management (ICAM)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.300348","0.312362","0.000000","33.252800","37.196200","38.707700","0.000000","0.000000","0.000000","0.160230","0.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","1.082000","0.000000","0.288000","0.300000","181.046120","57.744185","42.231149","56.197779","0.000000","0.000000","0.000000","0.000000","3769.476853","390.468535","393.797343","384.408924","0.000000","0.000000","0.000000","1.330000","0.00","0.00","0.00","10.00","-483.290599","436.316492","-51.900000","0.000000"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","0.981000","0.000000","0.000000","0.000000","9.022000","0.964000","0.492000","1.000000","0.000000","0.000000","0.000000","0.000000","123.937000","19.731000","20.430000","21.055000","27.128000","3.856000","3.398000","3.618000","16.00","16.00","17.00","17.00","-1.149000","-2.272000","-4.471000","-8.544000"
"009-000001462","186","009","Department of Health and Human Services","ACF GrantSolutions.gov / Grants Administration Tracking Evaluation System (GATES) - Grants Center of Excellence","0.000000","0.000000","0.000000","0.000000","7.234000","1.279000","1.300000","1.300000","0.000000","0.000000","0.000000","0.000000","27.810000","6.106000","6.204000","6.204000","1.436000","0.379000","0.385000","0.385000","6.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"009-000001424","187","009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)","0.000000","0.000000","0.000000","0.000000","0.300000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.363000","23.900000","23.500000","23.760000","0.600000","0.300000","0.300000","0.240000","6.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"009-000001386","257","009","Department of Health and Human Services","CDC OID NCIRD Vaccine Tracking System (VTrckS)","0.886000","0.000000","0.000000","0.000000","68.005000","6.140000","0.725000","0.000000","1.204000","0.395000","0.187000","0.000000","6.710000","10.265000","12.006000","12.480000","0.169000","0.431000","1.235000","1.464000","14.00","7.00","10.00","10.00","-7.869000","-2.375000","-31.351000","-14.370000"
"009-000006260","258","009","Department of Health and Human Services","CDC Information Technology Infrastructure","0.000000","0.000000","0.000000","0.000000","0.500000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","662.690000","54.045000","72.628000","77.944000","109.128000","24.440000","28.372000","28.656000","724.00","204.00","218.00","218.00","0.000000","21.731000","0.000000","27.414000"
"009-000001384","260","009","Department of Health and Human Services","CDC National Select Agent Registry (NSAR)","0.878000","0.286000","0.765000","0.498000","30.319000","1.073000","3.103000","2.656000","1.253000","0.148000","0.153000","0.158000","24.349000","2.448000","2.576000","3.435000","1.213000","0.148000","0.153000","0.158000","5.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"009-000001372","261","009","Department of Health and Human Services","CDC PHIN: BioSense","1.425000","0.375000","0.375000","0.375000","179.314000","3.079000","3.079000","3.079000","20.027000","1.805000","1.805000","1.805000","33.601000","2.044000","2.044000","2.044000","4.801000","0.871000","0.871000","0.871000","99.00","20.00","20.00","20.00","-1.992000","-1.093000","-19.595000","-11.795000"
"009-000001378","262","009","Department of Health and Human Services","CDC PHIN: National Electronic Disease Surveillance System","7.873000","0.754000","0.754000","0.754000","109.289000","3.716000","3.046000","0.366000","13.032000","0.647000","0.647000","0.647000","27.340000","6.158000","5.828000","4.508000","3.785000","1.509000","1.509000","1.509000","74.00","23.00","23.00","23.00","0.258000","-0.742000","2.060000","-5.924000"
"009-000004261","264","009","Department of Health and Human Services","CMS Beneficiary Enrollment and Plan Payment for Part C & D","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","413.065000","37.941000","39.023000","40.720000","6.755000","3.901000","3.748000","3.748000","79.00","24.50","24.50","24.50","-2.406000","-1.068000","-5.438000","-2.436000"
"009-000001474","265","009","Department of Health and Human Services","CMS Beneficiary e-Services","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","239.604000","59.029000","52.143000","45.150000","15.808000","4.128000","4.192000","4.192000","128.00","32.00","32.00","32.00","1.267000","-17.954000","2.047000","-24.168000"
"009-000004263","268","009","Department of Health and Human Services","CMS Medicare Beneficiary Enrollment Data Management (formerly CMS Data Management Operations - Beneficiary)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","125.046000","13.417000","14.509000","11.283000","4.120000","1.234000","1.105000","1.128000","22.00","7.00","7.00","7.00","0.335000","3.541000","2.340000","29.330000"
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics (prev. CMS Data Management Operations - Claims)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","130.397000","25.474000","28.964000","25.467000","1.760000","1.410000","1.785000","1.855000","24.00","15.00","15.00","15.00","3.504000","6.994000","14.987000","29.442000"
"009-000004260","270","009","Department of Health and Human Services","CMS Drug Claims (DDPS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","120.445000","15.690000","17.444000","18.168000","4.001000","1.100000","1.130000","1.170000","32.00","9.00","9.00","9.00","-3.800000","-1.543000","-18.456000","-7.670000"
"009-000004254","272","009","Department of Health and Human Services","CMS Durable Medical Equipment (DME) Claims Processing","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","63.004000","18.563000","17.975000","17.175000","1.921000","0.498000","0.498000","0.498000","16.00","4.00","4.00","4.00","0.408000","-0.030000","2.187000","-0.162000"
"009-000006796","273","009","Department of Health and Human Services","CMS Encounter Data","0.000000","0.000000","0.000000","0.000000","23.102000","7.100000","5.100000","5.100000","1.672000","0.840000","0.960000","0.960000","0.000000","5.406000","28.300000","17.246000","0.000000","0.101000","0.564000","0.564000","14.00","8.00","7.50","7.00","2.406000","23.300000","21.792000","200.447000"
"009-000001465","274","009","Department of Health and Human Services","CMS Health Care Quality Improvement System (QIES)","27.000000","0.000000","0.000000","0.000000","80.160000","0.000000","0.000000","0.000000","0.200000","0.000000","0.000000","0.000000","132.931000","23.150000","23.654000","28.759000","0.720000","0.500000","0.500000","0.500000","9.40","5.00","5.00","6.00","0.000000","1.229000","0.000000","5.361000"
"009-000001468","275","009","Department of Health and Human Services","CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)","22.037000","1.700000","1.600000","0.400000","512.759000","32.235000","30.561000","8.100000","28.239000","0.855000","0.798000","0.479000","592.507000","103.288000","118.277000","115.659000","30.352000","3.420000","3.192000","2.945000","403.00","45.00","42.00","35.00","-14.698000","20.826000","-9.410000","15.588000"
"009-000201062","276","009","Department of Health and Human Services","CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems","0.000000","0.000000","0.000000","0.000000","46.939000","15.974000","26.200000","26.200000","0.000000","0.000000","0.000000","0.000000","25.349000","7.300000","7.300000","8.700000","3.992000","1.660000","1.660000","1.660000","24.00","10.00","10.00","15.00","-13.321000","0.900000","-34.822000","2.627000"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","7.943000","0.000000","0.000000","0.000000","21.383000","18.954000","19.908000","15.798000","0.000000","0.603000","0.628000","0.628000","0.000000","0.000000","0.000000","0.000000","1.511000","0.000000","0.000000","0.000000","10.00","5.00","5.00","5.00","-13.019000","-9.090000","-39.965000","-30.683000"
"009-000001472","279","009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)","0.000000","0.000000","0.000000","0.000000","35.587000","3.660000","3.614000","3.614000","0.000000","0.000000","0.000000","0.000000","25.164000","4.961000","5.886000","2.636000","1.800000","0.540000","0.540000","0.540000","20.00","6.00","6.00","6.00","2.244000","2.652000","32.442000","35.896000"
"009-000004414","280","009","Department of Health and Human Services","CMS Interoperability & Standardization - Claims","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","104.665000","10.975000","13.351000","14.213000","4.185000","0.624000","0.642000","0.668000","40.00","5.00","5.00","5.00","-0.725000","1.651000","-5.883000","13.377000"
"009-000004611","281","009","Department of Health and Human Services","CMS Interoperability & Standardization - Provider Enrollment (PECOS)","0.000000","0.000000","0.000000","0.000000","36.046000","10.275000","4.156000","4.156000","0.266000","0.393000","0.253000","0.271000","73.510000","9.376000","15.666000","15.839000","0.886000","0.231000","0.396000","0.392000","20.00","5.00","5.00","5.00","-0.235000","-2.853000","-1.146000","-12.232000"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","680.045000","202.863000","190.807000","198.140000","2.267000","1.184000","1.220000","1.257000","44.00","11.00","11.00","11.00","24.335000","18.478000","13.541000","10.647000"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","29.402000","12.983000","11.088000","12.873000","0.332000","0.224000","1.038000","1.038000","5.00","2.00","10.50","10.50","5.000000","9.854000","60.924000","433.715000"
