Unique Investment Identifier,Business Case Id,Agency Code,Agency Name,Investment Title,Planning Budgetary Resources PY1 and Prior,Planning Budgetary Resources PY,Planning Budgetary Resources CY,Planning Budgetary Resources BY,DME Budgetary Resources PY1 and Prior,DME Budgetary Resources PY,DME Budgetary Resources CY,DME Budgetary Resources BY,DME Government FTE Costs PY1 and Prior,DME Government FTE Costs PY,DME Government FTE Costs CY,DME Government FTE Costs BY,Omd Budgetary Resources PY1 and Prior,Omd Budgetary Resources PY,Omd Budgetary Resources CY,Omd Budgetary Resources BY,Omd Government FTE Costs PY1 and Prior,Omd Government FTE Costs PY,Omd Government FTE Costs CY,Omd Government FTE Costs BY,Government FTE Number PY1 and Prior,Government FTE Number PY,Government FTE Number CY,Government FTE Number BY,Prior Year Cost Change PY,Prior Year Cost Change CY,Prior Year Cost Percentage Change PY,Prior Year Cost Percentage Change CY
"005-000000047","237","005","Department of Agriculture","Integrated Program Accounting System (IPAS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","16.302844","16.373452","16.471324","0.000000","0.265722","0.273694","0.273694","27.00","2.00","2.00","2.00","8.358403","8.436983","101.800000","102.800000"
"005-000002152","238","005","Department of Agriculture","NASS Survey Processing System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","20.240000","1.193250","1.159300","1.151300","38.233000","2.264100","2.004750","2.004750","461.00","20.00","16.00","16.00","-0.190650","-0.516950","-5.200000","-14.000000"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","0.000000","0.000000","0.000000","0.000000","22.720000","0.000000","0.000000","0.000000","1.906000","0.000000","0.000000","0.000000","13.347961","0.965580","0.930000","0.560280","4.341508","0.180508","0.180508","0.180508","32.00","4.00","4.00","4.00","-0.841912","1.110508","-42.300000","0.000000"
"005-000002223","242","005","Department of Agriculture","NRM - Natural Resource Manager","0.000000","0.000000","0.000000","0.000000","50.526702","0.000000","0.000000","0.000000","23.788400","0.000000","0.000000","0.000000","157.960598","24.379749","21.800000","22.650000","77.111899","7.829676","7.873000","8.150000","975.00","83.00","81.00","81.00","0.056425","0.000000","0.200000","0.000000"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","0.000000","1.048000","1.048000","1.048000","0.000000","25.307000","25.307000","25.307000","0.000000","0.000000","0.000000","0.000000","0.000000","3.645000","3.645000","3.645000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","17.500000","17.500000","140.000000","140.000000"
"005-000000064","246","005","Department of Agriculture","RMA-01  Financial Management Systems (FMS)","0.000000","0.000000","0.000000","0.000000","5.196000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","10.501000","1.447000","1.573000","1.383605","8.890000","0.500000","0.500000","0.100000","106.00","2.00","2.00","2.00","0.500000","0.500000","34.600000","31.800000"
"005-000000067","247","005","Department of Agriculture","RMA-02  Corporate Insurance Information Systems (CIIS)","0.000000","0.000000","0.000000","0.000000","18.130000","0.000000","0.000000","0.000000","4.915000","0.000000","0.000000","0.000000","47.597000","5.363000","2.307000","1.363605","9.437000","0.500000","0.500000","0.220000","106.00","2.00","2.00","2.00","0.500000","0.500000","9.300000","21.700000"
"005-000001430","248","005","Department of Agriculture","RMA-04  Infrastructure Modernization, Support and Training (IMST)","0.000000","0.000000","0.000000","0.000000","23.754000","1.139000","0.000000","0.000000","2.220000","0.000000","0.000000","0.000000","66.367000","2.545000","3.076100","7.190125","10.231000","0.121000","0.121000","0.121000","131.00","11.00","11.00","11.00","0.121000","0.121000","3.300000","3.900000"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","0.000000","0.000000","0.000000","0.000000","32.527000","8.493000","7.883000","10.370337","0.800000","0.000000","0.000000","0.000000","10.723000","2.764000","10.014000","10.452708","0.973000","0.100000","0.100000","0.300000","20.00","11.00","11.00","12.00","0.100000","0.100000","0.900000","0.600000"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","0.000000","0.000000","0.000000","0.000000","22.230000","4.371000","2.000000","2.000000","0.000000","0.000000","0.028200","0.000000","27.242120","6.209820","7.040003","7.039970","0.000000","0.000000","0.028000","0.000000","0.00","0.00","0.00","0.00","0.000000","0.000000","0.000000","0.000000"
"005-000000027","251","005","Department of Agriculture","Store Tracking and Redemption System (STARS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.758468","4.804224","4.948351","0.000000","0.338287","0.349119","0.360290","36.00","3.00","3.00","3.00","-0.373254","-0.438596","-6.800000","-7.800000"
"005-000002224","252","005","Department of Agriculture","USDA Identity &amp; Access Management","1.533000","0.000000","0.000000","0.000000","1.181000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","65.892000","14.495000","12.130000","18.125073","0.614000","0.000000","0.000000","0.000000","3.00","0.00","4.00","4.00","-2.710000","-5.195000","-15.800000","-30.000000"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","1.790000","0.000000","0.000000","0.000000","96.463900","0.000000","0.000000","0.000000","4.375150","0.000000","0.000000","0.000000","19.223380","25.471263","30.445975","35.975660","4.296174","2.634339","2.964520","3.091720","87.00","23.00","23.00","23.00","-7.739336","5.815512","-21.600000","21.100000"
"005-000001742","254","005","Department of Agriculture","FSA Architecture, SDLC and Common IT Solutions  #0109","0.000000","0.000000","0.000000","0.000000","94.042886","0.000000","0.000000","0.000000","9.391474","0.000000","0.000000","0.000000","175.836114","8.121000","8.121000","8.120723","23.670910","2.736287","2.806000","2.806000","301.00","23.00","23.00","23.00","-1.945821","0.218246","-15.200000","2.000000"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","0.000000","0.000000","0.000000","0.000000","5.748000","0.000000","0.000000","0.000000","6.456441","0.190350","0.195200","0.195200","99.635000","19.682000","18.076000","18.876000","1.301354","0.761404","0.780800","0.780800","59.00","8.00","8.00","8.00","5.811825","4.203243","39.200000","28.300000"
"005-000000073","393","005","Department of Agriculture","AgPRS - USDA Public Safety Land Mobile Radio System","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","78.980656","23.662090","23.119300","21.944751","67.932971","19.306672","21.043570","20.455402","0.00","0.00","0.00","0.00","2.722161","1.916000","6.800000","4.500000"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.145000","0.000000","1240.845665","216.700465","175.552250","177.000767","158.174385","56.762535","68.489306","65.720233","2120.00","528.00","527.00","498.00","-0.000791","0.000000","0.000000","0.000000"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","1.000000","0.000000","0.000000","0.000000","54.601223","10.255920","21.530059","28.874237","2.580200","2.126088","2.126088","1.200982","4.649356","21.531050","22.107220","21.569366","2.853600","3.091538","11.583136","11.583136","46.00","118.00","116.00","117.00","24.512596","-26.231285","196.200000","-31.400000"
"005-000002340","841","005","Department of Agriculture","Enterprise Information Management (EIM) #119","0.000000","0.000000","0.000000","0.000000","30.477386","6.455298","3.622739","3.935506","0.000000","0.000000","0.000000","0.000000","8.400614","2.066994","11.481261","11.168494","0.000000","0.237938","0.244000","0.244000","0.00","2.00","2.00","2.00","-0.993625","5.594145","-10.200000","57.400000"
"005-000002376","1099","005","Department of Agriculture","Conservation Delivery Streamline Initiative (CDSI)","1.596815","1.440711","1.200000","0.200000","11.903185","7.205582","8.225913","17.015413","0.500000","0.791043","1.190966","1.190966","0.000000","0.000000","0.612500","1.225000","0.000000","0.000000","0.000000","0.000000","3.00","8.00","9.00","9.00","9.437336","11.229379","0.000000","0.000000"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","0.000000","0.000000","0.000000","0.000000","39.198000","19.871000","19.509000","17.516000","0.000000","8.129000","8.491000","7.684000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","41.00","41.00","51.00","5.691000","0.000000","25.500000","0.000000"
"006-000525200","629","006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)","0.000000","0.000000","0.000000","0.000000","7.900000","1.500000","0.000000","1.380000","0.000000","0.000000","0.000000","0.000000","53.251400","6.877820","7.046200","7.167000","43.728900","5.894300","5.894300","5.894300","284.00","45.00","45.00","45.00","1.500000","-0.130200","11.700000","-1.000000"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","0.000000","0.000000","0.000000","0.000000","19.050000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","64.687000","15.756000","10.445000","12.619000","184.999000","20.994000","26.661000","27.195000","1293.00","133.00","131.00","139.00","-2.416000","-2.001000","-6.200000","-5.100000"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","13.309000","1.000000","0.000000","0.000000","0.000000","11.510000","7.666000","0.000000","1.268000","1.302000","5.881000","0.000000","82.991000","8.476000","13.202000","13.007000","134.667000","15.787000","11.631000","15.057000","573.00","88.00","118.00","117.00","0.000000","0.000000","0.000000","0.000000"
"006-000401000","680","006","Department of Commerce","Census - Local Employment Dynamics IT Support (LED)","3.924000","0.210000","0.225000","0.328000","10.863000","0.125000","0.250000","1.472000","3.626000","0.958000","1.009000","0.814000","10.023000","1.096000","1.115000","1.160000","8.867000","0.994000","1.020000","1.046000","76.00","10.00","10.00","7.00","-0.519000","3.619000","-13.300000","0.000000"
"006-000310100","701","006","Department of Commerce","NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS)","0.000000","0.000000","0.000000","0.000000","159.673000","15.854000","15.875000","19.092000","25.062000","2.336000","2.412000","2.500000","348.399000","31.366000","31.732000","33.463000","56.002000","5.255000","5.111000","5.115000","490.00","49.00","49.00","49.00","-8.444000","-4.957000","-13.300000","-8.200000"
"006-000310400","703","006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","263.808000","41.608000","35.600000","36.169000","4.160000","2.080000","2.080000","2.101000","25.00","13.00","13.00","13.00","1.439000","-2.569000","3.400000","-6.400000"
"006-000312500","707","006","Department of Commerce","NOAA/NWS/ Next Generation Air Transportation System (NextGen)","9.593000","1.034000","2.205000","0.720000","1.682000","4.429000","13.013000","14.498000","1.120000","0.981000","0.981000","0.981000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.00","9.00","9.00","9.00","-9.841000","0.000000","-60.400000","0.000000"
"006-000380400","711","006","Department of Commerce","NOAA/OCIO/ NOAA R&amp;D High Performance Computing System","0.000000","0.000000","0.000000","0.000000","165.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","131.788000","25.637000","21.438000","26.325000","12.667000","3.899000","4.016000","4.136000","80.00","23.00","23.00","23.00","-1.400000","-5.482000","-4.500000","-17.700000"
"006-000400700","715","006","Department of Commerce","Census - Economic Census and Surveys","0.000000","0.013392","0.000000","0.000000","1.126000","5.776934","1.961726","2.371500","0.606000","2.498040","2.868129","2.499088","151.943000","20.909268","13.097183","11.748758","347.136000","42.753917","42.932670","44.632563","2448.00","245.00","245.00","250.00","-2.941449","-16.681292","-3.900000","-21.500000"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","12.430000","0.000000","0.000000","0.000000","33.620000","1.045000","21.112000","0.000000","0.000000","1.177000","0.973000","0.501000","114.215000","9.380000","12.231000","7.027000","109.513000","8.040000","6.994000","6.981000","820.00","69.00","60.00","56.00","1.374000","23.192000","7.500000","128.000000"
"006-000051000","721","006","Department of Commerce","Commerce Business Systems (CBS)","0.000000","0.000000","0.000000","0.000000","65.580000","0.000000","0.000000","0.000000","11.882000","0.000000","0.000000","0.000000","299.086000","25.728000","23.033000","23.828000","112.443000","16.695000","16.695000","16.695000","1032.00","92.00","96.00","96.00","-0.071000","-1.242000","-0.200000","-3.000000"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","19.700000","0.000000","1.500000","2.000000","127.568000","12.038000","4.000000","3.500000","6.585000","1.208000","1.208000","1.208000","121.056000","16.765000","12.604000","12.157000","64.688000","5.903000","5.903000","5.903000","266.00","27.00","27.00","27.00","0.000000","0.000000","0.000000","0.000000"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","1.925000","0.090000","0.090000","0.100000","2.219500","2.546200","3.265650","5.504350","0.570000","0.580000","1.749650","1.846650","152.485186","38.564300","39.602550","40.563150","49.774514","12.189000","11.493850","12.441850","453.00","84.00","76.00","90.00","0.000000","1.073000","0.000000","1.900000"
"006-000320500","770","006","Department of Commerce","NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS)","34.366000","5.960000","5.960000","5.960000","62.276000","12.279000","15.079000","19.564000","0.000000","0.586000","0.586000","0.586000","31.572000","3.069000","4.387000","8.813000","0.000000","0.000000","0.000000","0.000000","3.00","4.00","4.00","4.00","1.000000","-1.900000","4.800000","-6.800000"
"006-000310600","776","006","Department of Commerce","NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)","1.500000","0.000000","0.000000","0.000000","26.596000","0.000000","6.990000","15.020000","0.078000","0.767000","0.479000","0.000000","101.384000","10.007000","7.052000","7.052000","70.008000","6.898000","6.378000","6.847000","704.00","64.00","57.00","57.00","-3.614000","-7.387000","-17.000000","-26.100000"
"006-000731200","782","006","Department of Commerce","NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS)","3.792000","0.000000","0.000000","0.000000","20.580768","4.000000","0.000000","2.376698","3.420446","0.821603","0.830714","1.071537","2.854000","0.000000","0.059852","0.121669","2.283000","0.000000","0.028466","0.170794","37.00","6.00","6.00","8.00","0.000000","0.000000","0.000000","0.000000"
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","574.945672","81.361143","75.242241","84.017860","283.617866","41.627459","42.463607","44.154997","2810.00","456.00","402.00","404.00","-9.585586","-14.487730","-7.200000","-11.000000"
"006-999994060","926","006","Department of Commerce","OS OHRM Human Resource Management System (HRMS)","0.000000","0.000000","0.000000","0.000000","0.618827","9.144259","5.314446","2.642536","0.115041","0.191750","0.197503","0.203428","0.000000","1.210150","4.737768","5.768886","0.000000","0.310416","0.465089","0.546891","1.00","3.00","4.00","5.00","0.000000","0.000000","0.000000","0.000000"
"006-000803100","927","006","Department of Commerce","USPTO Fee Processing Next Generation (FPNG)","0.000000","4.932000","0.500000","0.500000","2.245050","6.398000","12.157810","10.961200","1.929270","1.963150","3.240890","2.695670","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.00","14.00","21.00","17.00","0.000000","1.020600","0.000000","6.900000"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","0.010000","0.000000","0.000000","0.000000","67.776850","39.278989","46.318460","82.426930","15.856840","4.323940","4.010012","7.117360","295.143080","114.168667","133.944201","137.240328","69.022500","22.746670","19.891709","22.756938","584.00","193.00","161.00","200.00","-40.886074","-35.946818","-18.500000","-15.000000"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","4.136950","0.000000","0.000000","0.000000","11.139490","36.472010","38.203680","0.000000","3.369010","3.260130","4.126760","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","23.00","23.00","28.00","0.00","-6.864220","-15.187560","-14.700000","-26.400000"
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","4.483950","0.000000","0.000000","0.000000","0.000000","11.702480","23.929230","28.572880","1.727520","2.010820","2.024490","2.368120","0.000000","0.000000","1.020620","1.678570","0.000000","0.000000","0.000000","0.000000","11.00","12.00","14.00","16.00","-2.339880","10.724880","-14.600000","66.000000"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","0.000000","2.765000","1.228000","27.287000","0.000000","0.000000","0.000000","0.000000","0.000000","9.872000","12.082000","15.083000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","39.00","50.00","93.00","-5.986000","-27.352000","-32.100000","-67.300000"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","0.000000","1.654161","9.981000","6.293300","27.173631","7.063007","4.475481","29.320280","2.756639","2.601755","1.361900","3.376300","697.744756","79.234000","91.653120","102.572300","215.974768","39.239040","43.873800","44.066900","2287.00","313.00","378.00","378.00","-0.205037","17.547301","-0.200000","13.100000"
"006-000050500","934","006","Department of Commerce","OS OCIO Enterprise Cyber Security Monitoring and Operations (ECMO)","0.000000","0.000000","0.000000","0.000000","0.000000","4.852000","5.334000","0.536000","0.000000","0.200000","0.000000","0.000000","0.000000","0.000000","1.298000","2.331000","0.000000","0.000000","0.165000","0.165000","0.00","1.00","1.00","1.00","-3.804000","4.517000","-43.000000","198.100000"
"006-000552000","1080","006","Department of Commerce","BIS Commerce USXPORTS Exporter Support System (CUESS)","0.000000","0.050000","0.050000","0.000000","0.000000","2.917500","1.619000","0.000000","0.000000","0.439000","0.440000","0.000000","0.000000","2.592500","3.400000","4.500000","0.000000","0.217000","0.194000","0.665000","0.00","6.00","6.00","6.00","0.000000","0.026000","0.000000","0.500000"
"006-000051500","1081","006","Department of Commerce","Commerce Business Application Solutions (BAS)","0.000000","0.000000","3.900000","0.000000","0.000000","0.000000","0.000000","14.564000","0.000000","0.000000","0.000000","5.336000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","29.00","0.000000","0.000000","0.000000","0.000000"
"006-999990530","1135","006","Department of Commerce","BusinessUSA","0.000000","1.937000","1.475000","1.690000","0.000000","0.943000","4.597000","4.443000","0.000000","1.044000","0.558000","0.520000","0.000000","0.229000","1.770000","2.696000","0.000000","0.000000","0.244000","0.297000","0.00","7.00","7.00","7.00","0.000000","0.044000","0.000000","0.500000"
"006-000804000","1233","006","Department of Commerce","USPTO Patent End-to-End 2 (PE2E-2)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","34.378890","0.000000","0.000000","0.000000","3.412670","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","23.00","0.000000","0.000000","0.000000","0.000000"
"006-000312600","1253","006","Department of Commerce","NOAA/NWS/ Ground Readiness Project (GRP)","0.000000","0.000000","2.500000","0.000000","0.000000","0.000000","3.752000","8.846000","0.000000","0.000000","0.182880","0.000000","0.000000","0.000000","3.148000","6.600000","0.000000","0.000000","0.000000","0.189280","0.00","0.00","1.00","1.00","0.000000","9.582880","0.000000","0.000000"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","0.000000","0.000000","0.000000","0.000000","759.684000","0.000000","0.000000","1.389000","7.613000","0.774000","0.774000","0.153000","1086.509000","129.875000","121.860000","116.307000","18.280000","3.642000","2.164000","2.814000","201.00","39.00","23.00","23.00","-8.662000","-1.651000","-6.000000","-1.000000"
"007-000000155","14","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS","0.000000","0.000000","0.000000","0.000000","201.164000","33.743000","21.326000","0.000000","0.000000","0.000000","0.000000","0.000000","55.582000","114.345000","81.631000","45.329000","6.026000","6.026000","6.164000","6.302000","46.00","46.00","46.00","46.00","55.725000","-0.654000","57.000000","-1.000000"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","0.000000","0.000000","0.000000","0.000000","150.696000","94.532000","124.900000","152.069000","38.230000","6.322000","7.369000","7.265000","0.000000","1.947000","3.114000","2.562000","0.000000","0.000000","0.000000","0.000000","402.00","66.00","73.00","73.00","-8.297000","-15.219000","-7.000000","-10.000000"
"007-000000186","16","007","Department of Defense","NAVY ENTERPRISE RESOURCE PLANNING (ERP)","0.000000","0.000000","0.000000","0.000000","70.140000","40.643000","32.407000","1.363000","5.676000","13.194000","5.610000","0.000000","54.061000","149.858000","99.205000","89.127000","3.006000","10.617000","5.548000","10.849000","52.00","195.00","79.00","66.00","9.164000","7.186000","4.000000","5.000000"
